        id,         y,                           x1,          x2,          x3,          x4,       x5,          x6,             x7,              x8,          x9,         x10
       204,      Jörg,                     -2.11010,    -1.42201,    -1.37562,     1.32071,    False,           F,        0.27788,         0.75199,     1.48630,     0.59916
       205,       Bob,                     -1.13103,    -0.51935,    -0.39526,     0.42838,    False,           F,       -1.45670,        -0.27860,    -0.76134,     0.70735
       206,    Atsuto,                      2.98567,    -2.14153,    -0.62267,     0.76342,    False,           F,        0.86240,         0.69701,    -3.03270,     2.13064
       207,      Jörg,                      0.35548,     0.73379,    -1.40396,     1.33778,    False,           D,        2.18102,        -0.49658,    -0.79448,     0.64555
       208,    Atsuto,                      1.08160,    -1.40399,    -1.04959,     1.09947,    False,           F,        0.24911,         0.55655,    -1.52228,     1.04488
       209,       Bob,                     -0.47613,    -0.47317,    -0.44502,     0.63377,    False,           F,       -0.67098,        -1.44543,    -2.48765,    -0.15553
       210,      Jörg,                      1.26306,    -0.40346,    -1.17480,     1.25706,    False,           F,        0.18570,         0.91324,      4.20330
       211,    Atsuto,                      0.69376,    -0.68736,    -1.23233,     1.18910,    False,           F,        1.86217,         1.47144,    -1.56458,     1.68777
       212,       Bob,                      1.05948,    -1.66889,    -0.50864,     0.54087,    False,           F,       -0.63745,        -0.85191,    -0.30040,     1.01869
       213,    Atsuto,                      0.29699,    -1.34483,    -0.51492,     0.66703,    False,           F,        2.09361,         2.67592,    -1.66347,    -0.01367
       214,      Jörg,                     -0.36456,    -0.38991,    -0.82006,     0.74535,    False,           F,        0.70073,         0.74056,     3.03569,     1.23693
       215,      Jörg,                      0.07758,     0.04012,    -0.30073,     0.51309,    False,           F,        0.06257,         2.29805,     3.31406,     0.65735
       216,      Jörg,                     -1.39770,    -0.28877,    -0.21070,     0.46599,    False,           F,        1.94536,         0.91419,     3.98742,    -2.20170
       217,    Atsuto,                      0.06264,     0.70602,    -1.23033,     1.25947,    False,           C,        1.78691,         2.37002,    -0.84383,    -1.50583
       218,       Bob,                      0.21549,    -0.03674,     0.04990,     0.11330,    False,           F,       -2.19605,         0.05976,    -1.28694,     1.50502
       219,    Atsuto,                     -2.91637,     1.63124,    -0.92818,     0.98438,     True,           A,       -0.57055,         0.83526,    -2.31104,     1.32426
       220,      Jörg,                      1.07636,    -0.35583,    -0.41450,     0.54974,    False,           F,        1.58572,        -0.19942,    -2.17806,     2.93006
       221,       Bob,                     -0.64052,    -0.45792,    -0.45339,     0.53796,    False,           F,       -0.38676,         0.62979,    -0.76976,    -0.15413
       222,    Atsuto,                      0.34579,     0.39109,    -0.48370,     0.63807,    False,           E,        0.29237,         1.75477,     1.32919,     0.66425
       223,       Bob,                      1.23050,    -2.11430,    -0.44489,     0.45217,    False,           F,       -1.63800,        -2.85570,    -2.95214,     1.13239
       224,       Bob,                     -0.32891,    -0.67981,    -0.69186,     0.68749,    False,           F,       -1.65233,        -0.54350,    -5.49745,     2.54434
       225,      Jörg,                      1.47311,    -1.15915,    -1.05305,     1.21172,    False,           F,        1.66530,        -0.50473,    -1.53519,     1.40515
       226,    Atsuto,                      0.52758,     0.98341,    -0.48586,     0.60617,     True,           A,        1.37713,        -0.28888,    -1.13084,     1.70801
       227,      Jörg,                     -0.27627,     0.04514,    -1.11351,     1.09817,    False,           F,        1.28145,         0.95948,    -0.07270,     2.19151
       228,    Atsuto,                      1.57134,     1.03908,     0.06416,     0.08005,     True,           A,       -0.24312,         2.10901,    -0.02489,     2.01484
       229,    Atsuto,                      2.41989,    -0.82704,    -1.24801,     1.24999,    False,           F,        1.87760,         1.36168,     2.83251,     2.43162
       230,    Atsuto,                     -2.23848,     1.43196,     0.06855,     0.02217,     True,           A,       -0.52155,        -1.68448,    -2.17817,     2.08276
       231,    Atsuto,                     -0.29588,    -0.75916,    -1.22447,     1.19277,    False,           F,       -1.57127,         1.58157,     2.19049,     0.42949
       232,      Jörg,                      0.37878,     0.11943,    -0.95842,     0.89167,    False,           F,       -0.58918,        -0.67471,     0.73488,    -2.29866
       233,    Atsuto,                     -1.15208,    -0.77433,    -0.23029,     0.39839,    False,           F,        1.69644,         0.50237,    -0.09863,     1.12609
       234,       Bob,                      1.05646,     0.04573,    -0.16604,     0.28779,    False,           F,       -0.58898,        -1.12286,     0.84193,    -0.33852
       235,       Bob,                      0.48134,    -0.06869,     0.33857,    -0.02910,    False,           F,       -1.08430,         0.00395,    -0.92922,     0.00458
       236,    Atsuto,                     -1.16781,    -0.64430,    -0.07175,     0.25437,    False,           F,        0.77599,         0.71757,    -4.42946,     2.88121
       237,       Bob,                      0.17335,    -0.78244,     0.14051,    -0.00250,    False,           F,       -0.75443,        -2.34043,    -1.41321,     1.02186
       238,       Bob,                     -2.39769,    -0.14791,    -0.66459,     0.74773,    False,           F,       -0.72322,        -0.52074,    -0.82200,    -0.55657
       239,    Atsuto,                      1.49012,    -0.95783,    -0.47390,     0.54088,    False,           F,        0.86629,         0.68902,     4.13813,     1.47491
       240,    Atsuto,                      1.90552,    -0.48428,    -0.91318,     0.92328,    False,           F,       -0.15507,         1.33131,     1.11609,     1.99313
       241,    Atsuto,                      2.73772,    -0.91861,    -0.16727,     0.30217,    False,           F,        0.14324,         0.06435,     3.42063,     2.96268
       242,       Bob,                      1.70673,     1.54869,    -0.42822,     0.45336,     True,           A,       -0.08201,        -0.84651,    -1.86326,     0.42446
       243,      Jörg,                     -0.25602,     0.70605,    -0.33970,     0.41072,     True,           C,       -0.12122,         1.97347,    -0.99914,     4.25446
       244,      Jörg,                      0.76719,    -0.04829,    -0.21129,     0.38658,    False,           F,       -0.74270,        -2.18727,    -1.41997,     3.24052
       245,       Bob,                      2.20290,    -0.86455,    -0.86869,     0.79411,    False,           F,       -0.76581,        -0.65448,    -3.47676,     1.67146
       246,       Bob,                     -1.20871,    -0.32510,    -0.42336,     0.46071,    False,           F,       -0.16528,        -1.95534,    -1.40982,     0.78418
       247,      Jörg,                      0.60738,     0.08002,    -0.93826,     1.11230,    False,           F,        1.66473,         0.89544,    -0.50238,     2.54395
       248,       Bob,                      1.42998,     1.43446,     0.23094,     0.01780,     True,           A,       -2.09189,        -1.70009,    -3.73313,     0.78288
       249,      Jörg,                     -0.79369,    -1.09915,    -0.32654,     0.39805,    False,           F,        1.85713,         1.66118,    -2.35411,     2.98508
       250,      Jörg,                     -0.62565,     0.40137,    -0.36412,     0.35917,     True,           F,       -1.05044,         1.83658,     0.03057,    -0.85564
       251,       Bob,                      2.96661,    -1.22365,    -0.75429,     0.76024,    False,           F,       -0.47850,        -1.03727,    -1.40519,     1.63281
       252,       Bob,                     -1.41510,     0.22211,    -0.05128,     0.09416,     True,           F,       -0.11461,        -1.07434,    -3.51608,     2.41636
       253,       Bob,                     -0.30081,    -0.83308,    -0.54790,     0.70853,    False,           F,       -0.05090,        -1.16294,    -2.03522,     1.65798
       254,       Bob,                      2.87440,    -0.60139,     0.03799,     0.18293,    False,           F,       -1.33655,         0.03388,    -2.56478,     2.68901
       255,    Atsuto,                      2.22057,    -1.71987,    -0.03458,     0.22663,    False,           F,        1.50550,         3.81223,     3.73561,     2.07543
       256,    Atsuto,                      0.74041,     0.71612,    -0.94327,     0.95816,    False,           C,        0.29745,         1.34565,     2.02523,     1.35884
       257,       Bob,                     -1.32362,     0.03815,    -0.22121,     0.44742,    False,           F,       -1.11024,        -1.11970,    -2.18888,    -0.46038
       258,    Atsuto,                     -1.28199,    -0.40666,    -0.64377,     0.76646,    False,           F,        0.83489,         1.15979,    -0.87889,     0.44538
       259,       Bob,                     -0.20339,     1.73184,     0.26158,     0.04885,     True,           A,       -0.28099,        -0.90716,    -2.48361,     1.26364
       260,    Atsuto,                     -0.84980,     0.61284,    -0.08158,     0.21325,     True,           C,        2.87173,         0.31256,     1.69268,     1.67884
       261,    Atsuto,                     -1.85418,    -0.22403,    -1.01324,     1.09428,    False,           F,        4.18742,         1.83816,     2.49739,     0.38075
       262,    Atsuto,                     -1.89862,     1.38852,     0.10706,     0.06013,     True,           A,        3.65194,         2.27208,     2.96669,     0.27840
       263,       Bob,                      1.08545,    -0.57097,    -0.40415,     0.51688,    False,           F,       -2.23637,        -1.33822,    -2.48485,     1.90715
       264,       Bob,                      2.20839,     0.06866,     0.02914,     0.27628,    False,           F,       -1.50472,        -1.16385,    -0.99154,     2.13557
       265,       Bob,                      0.87635,    -0.44546,    -0.41375,     0.51511,    False,           F,       -0.75942,        -2.15491,    -2.67909,     2.55554
       266,      Jörg,                     -0.54220,    -0.82795,    -0.82706,     0.96647,    False,           F,        0.53326,         0.16295,    -0.77883,     0.35006
       267,      Jörg,                      0.95513,    -0.02314,    -1.39071,     1.34658,    False,           F,        1.91596,        -0.23315,    -2.42244,     1.51567
       268,    Atsuto,                     -1.30458,     0.62853,    -0.69085,     0.80740,    False,           C,        2.49937,         3.98460,    -2.63594,     1.92562
       269,       Bob,                      1.15513,    -0.28442,    -0.74717,     0.84283,    False,           F,       -0.22972,        -1.06404,    -3.96417,     1.86708
       270,      Jörg,                     -1.00697,     1.32670,    -0.40179,     0.66567,     True,           A,       -0.57055,         0.04934,    -2.27427,     4.44239
       271,    Atsuto,                      0.93249,     1.75961,    -0.46121,     0.59122,     True,           A,       -1.09000,         1.76317,    -2.27945,     1.05899
       272,      Jörg,                      1.71413,    -0.30012,    -0.71950,     0.86885,    False,           F,        2.76298,        -1.72869,    -1.22330,     0.89928
       273,    Atsuto,                      0.15688,     0.65472,    -1.10440,     1.10239,    False,           D,        0.21313,        -0.81107,     5.30439,     1.20870
       274,    Atsuto,                     -1.44764,    -0.61233,    -0.08084,     0.18276,    False,           F,        3.03881,         0.14223,     3.34385,     2.69131
       275,      Jörg,                      3.73543,    -1.15823,    -1.22078,     1.24950,    False,           F,        2.46597,         0.67307,    -1.81153,     1.38933
       276,       Bob,                      0.14667,     0.37529,     0.24085,     0.08841,     True,           C,       -1.76977,        -0.08334,    -2.09460,    -0.63272
       277,    Atsuto,                      0.40416,    -1.21685,    -0.13867,     0.28015,    False,           F,        5.17998,         1.66828,    -2.95816,     0.68910
       278,      Jörg,                      2.41242,    -0.55124,    -0.31639,     0.44395,    False,           F,        1.24132,        -1.08339,    -1.58136,     2.23251
       279,    Atsuto,                      0.64870,     0.98905,    -0.57306,     0.60193,     True,           A,       -1.45361,         1.26147,    -1.65987,    -0.08031
       280,       Bob,                      0.18598,     0.18229,     0.00472,     0.19044,    False,           F,       -0.33494,        -1.96187,    -2.00933,     1.40868
       281,       Bob,                      0.54597,    -0.76145,    -0.54416,     0.79289,    False,           F,       -0.80434,        -1.35699,     2.26688,    -0.43462
       282,      Jörg,                      1.42813,    -0.62427,    -0.78649,     0.88493,    False,           F,        0.71074,         0.55891,    -1.70898,     1.89082
       283,      Jörg,                     -1.40409,    -1.92369,    -0.55755,     0.59957,    False,           F,        1.81207,        -0.70159,    -1.90484,     1.93993
       284,       Bob,                      1.21465,    -0.77756,    -0.28523,     0.49493,    False,           F,       -0.37434,        -0.39840,    -4.28361,     0.99841
       285,       Bob,                      1.72975,    -1.06918,    -0.55848,     0.71606,    False,           F,       -1.62100,        -1.27100,    -2.12352,     1.52989
       286,       Bob,                     -0.30443,     0.24433,     0.30977,     0.02431,     True,           E,       -0.86232,        -0.04927,    -1.75858,     0.35630
       287,    Atsuto,                     -2.10825,     0.86216,    -0.73241,     0.79109,     True,           A,       -2.79697,         0.44833,    -1.80327,     2.00604
       288,    Atsuto,                     -0.72288,    -0.76125,    -0.62330,     0.68884,    False,           F,       -1.59638,        -0.84526,    -2.00482,     1.21785
       289,       Bob,                      1.54491,    -0.89825,    -0.43894,     0.43659,    False,           F,       -1.29325,         0.42693,    -3.22207,     0.94368
       290,       Bob,                      2.80883,    -1.31055,    -0.36777,     0.55630,    False,           F,       -0.43424,        -0.38568,    -3.30929,    -3.01643
       291,      Jörg,                      0.40233,    -0.17421,    -0.81631,     0.91502,    False,           F,        3.36997,         1.61733,     0.33348,     2.95418
       292,      Jörg,                     -1.21967,     0.56762,    -0.52328,     0.53358,     True,           E,        2.33559,        -0.35560,    -0.65530,     1.24876
       293,    Atsuto,                      1.22470,    -1.18471,    -0.98401,     1.02521,    False,           F,       -0.41100,         1.87012,     2.44173,    -1.02027
       294,      Jörg,                     -0.05354,     0.82858,    -0.94703,     1.10721,    False,           A,        0.69544,        -1.08159,    -0.30122,     1.49349
       295,       Bob,                     -0.68064,     0.68479,    -0.58758,     0.72491,    False,           B,       -0.58063,        -0.46016,    -1.20110,    -1.40218
       296,       Bob,                      0.85068,     0.01994,    -0.85353,     0.84259,    False,           F,       -1.47332,        -1.86726,     0.43970,     1.30722
       297,       Bob,                      1.87824,    -0.87024,     0.15958,     0.05120,    False,           F,       -1.40199,        -1.91695,    -2.36545,    -1.69105
       298,       Bob,                      1.12938,    -0.85648,     0.10187,     0.07406,    False,           F,       -1.22957,        -1.52630,    -2.60416,     0.91600
       299,    Atsuto,                      0.18977,     1.23796,    -1.12677,     1.16525,     True,           A,        4.29911,        -1.35087,    -2.84273,     1.27940
       300,       Bob,                     -1.30789,     0.80075,    -0.50468,     0.48007,     True,           C,       -0.32755,        -1.67228,    -1.23998,     1.61276
       301,    Atsuto,                     -1.65632,     0.73869,    -0.94640,     0.97981,    False,           C,       -0.68010,         2.62650,    -2.33833,     0.33431
       302,    Atsuto,                      1.04145,    -0.08139,     0.12567,     0.08953,    False,           F,        1.66849,         1.90361,     3.86561,     1.49778
       303,      Jörg,                      3.04660,    -1.52092,    -0.68308,     0.69525,    False,           F,        2.18753,         0.46572,    -0.30055,     0.46465
       304,       Bob,                      0.36624,     0.86865,    -0.01741,     0.14426,     True,           A,        0.16956,        -1.88298,    -1.39549,     0.32644
       305,    Atsuto,                      0.44130,    -1.97802,    -0.47832,     0.53595,    False,           F,        2.20731,         2.79272,    -0.28765,     1.08545
       306,       Bob,                     -0.00623,     0.27900,    -0.79581,     0.81586,    False,           F,       -1.30628,        -0.68212,    -2.42053,    -0.72241
       307,    Atsuto,                     -0.90385,    -0.62184,    -1.13931,     1.20279,    False,           F,        0.16693,         0.09454,     5.51958,     2.17490
       308,      Jörg,                      0.29969,    -0.08545,    -0.15797,     0.37787,    False,           F,        1.18897,         1.06082,     3.51942,    -0.64166
       309,       Bob,                      0.26815,     3.36755,     0.28102,     0.00222,     True,           A,       -0.26133,        -0.99875,    -4.53498,     3.01270
       310,    Atsuto,                      0.31961,    -0.88964,    -0.41453,     0.46959,    False,           F,       -0.80316,         0.56348,    -2.21015,     1.47991
       311,    Atsuto,                     -0.47207,     1.13005,    -0.42671,     0.56065,     True,           A,        0.55810,         1.85439,    -1.77932,     1.19537
       312,      Jörg,                     -2.48142,     0.94016,    -0.99821,     0.97418,    False,           A,        1.59490,        -1.16110,     0.01208,     0.10729
       313,       Bob,                     -2.38278,     1.11871,     0.19510,     0.05905,     True,           A,       -0.34881,        -1.58222,    -2.18002,     1.68609
       314,       Bob,                     -0.32442,    -0.15962,    -0.08167,     0.09295,    False,           F,       -0.65006,        -1.23263,    -0.60253,    -0.22431
       315,       Bob,                     -1.71090,     1.88216,     0.19944,     0.11727,     True,           A,       -1.52189,        -0.56760,    -2.63639,     2.03699
       316,      Jörg,                      0.33435,     0.67863,    -0.13204,     0.31715,     True,           B,        1.26908,         0.67311,     2.35309,     0.30204
       317,      Jörg,                     -0.47587,    -0.41293,    -0.82544,     0.83461,    False,           F,        1.44158,         0.21998,    -2.27891,     2.43551
       318,       Bob,                      0.38334,    -0.03792,    -0.40548,     0.43115,    False,           F,       -0.49327,        -1.20579,    -1.36504,     2.34124
       319,    Atsuto,                      0.47834,    -1.27304,    -1.19385,     1.25013,    False,           F,        2.54091,         0.03648,    -1.05803,     0.35131
       320,       Bob,                     -1.90520,    -0.24788,     0.31297,     0.01495,    False,           F,       -0.15530,        -1.76500,    -2.04855,     0.73884
       321,       Bob,                      0.80579,     0.91491,    -0.29119,     0.36173,     True,           A,       -1.26091,        -0.25388,    -3.87110,     0.94838
       322,    Atsuto,                      1.49119,    -0.16030,    -1.11077,     1.09511,    False,           F,        2.53602,         0.21846,     0.08494,     1.48713
       323,       Bob,                     -2.27000,     0.55269,    -0.04462,     0.19033,     True,           D,       -1.07938,        -0.92409,    -3.73218,     2.34185
       324,       Bob,                      1.32333,    -1.73447,    -0.41783,     0.65154,    False,           F,       -1.47889,        -0.53325,    -1.73158,     1.75059
       325,       Bob,                     -0.81320,    -0.92889,    -0.45759,     0.62476,    False,           F,       -1.20710,        -0.59003,    -2.76310,     0.44824
       326,    Atsuto,                     -1.29420,    -0.23705,    -0.39889,     0.55765,    False,           F,        2.53316,         0.21013,    -0.76426,    -0.62001
       327,       Bob,                     -1.58508,    -0.44733,    -0.32191,     0.45485,    False,           F,       -0.62321,        -1.03347,    -2.75732,    -0.29344
       328,       Bob,                     -1.12826,     1.04924,    -0.66729,     0.65342,     True,           A,       -0.79669,        -1.19719,    -2.17316,     0.66273
       329,       Bob,                     -0.05751,    -0.76480,     0.35230,    -0.05708,    False,           F,       -0.48652,        -1.66931,    -4.51002,     1.76909
       330,       Bob,                     -0.90429,    -0.93178,     0.17889,     0.02504,    False,           F,       -1.89919,        -0.98136,    -2.23369,    -1.34175
       331,       Bob,                     -4.19965,     0.33663,    -0.24107,     0.33982,    False,          Fx,       -1.23034,         0.24318,     0.15561,     0.77045
       332,    Atsuto,                     -2.08422,     1.39494,    -0.37711,     0.47790,     True,           A,        2.36421,         3.39195,     0.58363,     1.43338
       333,      Jörg,                     -1.40732,     0.56953,    -0.59292,     0.81539,    False,           C,       -0.32577,        -0.56967,    -1.38038,     3.19389
       334,    Atsuto,                     -0.07073,     0.96587,    -0.68031,     0.80630,     True,           A,       -2.04602,         3.55119,     4.63574,     3.63649
       335,    Atsuto,                      0.16509,     1.12888,     0.08841,     0.05230,     True,           A,        0.75876,         0.80842,     1.29223,     2.26808
       336,       Bob,                     -0.43288,     0.62628,    -0.19909,     0.28345,     True,           C,       -0.73440,        -0.58904,    -1.16463,    -0.10545
       337,       Bob,                     -0.47854,    -0.65035,    -0.48617,     0.51425,    False,           F,       -0.54792,        -1.11416,    -1.00513,     2.75518
       338,    Atsuto,                     -0.61932,     0.45012,     0.03347,     0.15916,     True,           D,        0.59924,        -1.20649,    -1.65823,     1.38123
       339,       Bob,                     -1.88800,     0.12625,    -0.31237,     0.35722,    False,           F,       -1.43352,        -1.31562,    -0.83669,     1.09279
       340,       Bob,                     -1.56479,    -0.72647,    -0.70555,     0.69969,    False,           F,       -0.75052,        -2.28635,    -2.54305,     1.11621
       341,       Bob,                     -1.04929,    -0.84004,    -0.09361,     0.18306,    False,           F,       -0.36682,        -1.63727,    -1.73881,     2.04370
       342,       Bob,                      0.26850,     0.08663,    -0.06029,     0.16531,    False,           F,       -0.50914,        -0.33056,    -0.99536,     3.63599
       343,       Bob,                     -2.77051,     0.31253,    -0.06843,     0.30530,     True,           E,       -2.77707,        -0.24998,    -2.13924,     1.33975
       344,       Bob,                     -0.06412,    -0.23294,    -0.52426,     0.50047,    False,           F,       -0.68569,        -0.62423,    -1.50929,     0.43267
       345,    Atsuto,                     -0.03502,     1.91070,    -0.43371,     0.55624,     True,           A,        0.32294,        -0.46781,     3.45317,     1.11611
       346,       Bob,                      0.50168,    -0.90343,     0.13628,     0.16888,    False,           F,       -0.15049,        -1.34770,    -1.28457,    -0.42115
       347,       Bob,                      0.10816,    -0.75395,    -0.52947,     0.54170,    False,           F,       -1.69344,        -0.01720,    -1.18582,     0.41040
       348,       Bob,                     -0.14469,    -0.65574,    -0.37394,     0.52393,    False,           F,       -2.13869,        -0.90934,    -2.49961,     1.42644
       349,       Bob,                      2.66696,    -0.35328,     0.19682,     0.08951,    False,           F,       -1.71502,        -0.80717,    -1.56713,     1.57121
       350,    Atsuto,                     -1.12621,     0.13705,    -0.83536,     0.92399,    False,           F,       -3.13892,         2.04671,     2.75412,     1.17050
       351,       Bob,                      0.92935,    -0.66025,    -0.59469,     0.77835,    False,           F,        0.12617,        -1.07936,    -0.40910,     0.43613
       352,      Jörg,                      0.38184,    -0.47530,    -0.75208,     0.76042,    False,           F,        2.54368,         0.17163,    -3.19657,     1.07173
       353,       Bob,                     -2.42856,     0.09177,    -0.04080,     0.20976,    False,           F,        0.49039,        -0.20031,    -1.80640,     1.82948
       354,      Jörg,                     -0.34832,    -0.92740,    -0.57160,     0.72430,    False,           F,        1.88077,        -0.87044,    -1.03572,     1.74470
       355,       Bob,                      0.60866,    -0.03204,    -0.36117,     0.38499,    False,           F,       -0.45686,        -0.43121,    -3.42938,     0.72993
       356,      Jörg,                      0.83124,    -2.50293,    -0.84984,     1.03956,    False,           F,        1.45038,        -0.24055,    -0.96252,     1.33519
       357,       Bob,                     -0.43960,     0.74389,    -0.43701,     0.43671,     True,           C,       -0.76844,        -0.57740,    -2.49508,     0.05152
       358,      Jörg,                      0.69172,     1.02581,    -0.43896,     0.39712,     True,           A,        0.90254,         1.59963,    -2.47545,    -1.53883
       359,      Jörg,                     -1.98113,     0.60004,    -0.88407,     0.79811,    False,           E,        0.94361,         0.75681,     2.03676,     0.45057
       360,    Atsuto,                     -1.02022,     0.72261,    -0.44406,     0.48236,     True,           C,        0.05373,         1.52776,     0.03356,     0.49515
       361,       Bob,                      1.19960,    -0.59839,    -0.26267,     0.27340,    False,           F,       -0.10248,        -0.89660,    -2.42723,     0.26483
       362,       Bob,                      1.39750,     1.13149,    -0.38021,     0.34311,     True,           A,       -0.52691,        -0.83502,    -1.11603,     3.26283
       363,    Atsuto,                      2.13898,    -0.86148,    -0.15712,     0.31616,    False,           F,        0.80092,         0.63970,    -1.69402,     0.18746
       364,    Atsuto,                     -0.82723,    -0.70428,    -0.34889,     0.48532,    False,           F,        2.36045,         1.26724,     4.33769,     1.99276
       365,      Jörg,                     -1.72199,    -0.71243,    -1.03310,     1.18252,    False,           F,        0.09727,        -0.27724,    -0.66884,     2.84782
       366,    Atsuto,                     -1.05994,     2.20720,    -0.84155,     0.85316,     True,           A,        1.97636,         1.80918,     1.19473,     1.56694
       367,       Bob,                      0.33788,    -0.93682,    -0.03230,     0.13465,    False,           F,       -1.11369,        -1.89973,    -0.62759,     2.55199
       368,       Bob,                     -0.34508,     0.73044,    -0.00255,     0.23525,     True,           A,        0.65857,         0.15226,    -1.24916,     0.90595
       369,       Bob,                     -0.61439,     0.44516,    -0.24594,     0.47657,    False,           D,       -1.11010,        -1.62513,    -2.94012,     1.08912
       370,       Bob,                     -2.01741,     1.07486,    -0.68236,     0.83223,     True,           A,        0.91279,         0.37134,    -1.36094,     3.22593
       371,    Atsuto,                      2.29866,    -0.54365,    -1.23028,     1.19002,    False,           F,        0.72975,         2.10027,    -2.11951,    -0.75554
       372,      Jörg,                      0.68673,    -1.53271,    -0.34071,     0.55069,    False,           F,        0.79455,        -0.14000,    -0.75540,    -0.08569
       373,       Bob,                     -0.91073,    -0.28803,    -0.28938,     0.26434,    False,           F,        0.15240,        -1.17464,    -0.95217,     1.35665
       374,       Bob,                     -0.20471,    -2.55552,    -0.63356,     0.73622,    False,           F,       -1.41692,        -1.61404,     0.81040,     0.68666
       375,    Atsuto,                     -1.47087,     0.73836,     0.23198,    -0.00303,     True,           A,        3.47686,         0.49078,    -2.72981,     2.17086
       376,       Bob,                     -1.36001,    -0.41828,    -0.60703,     0.65292,    False,           F,       -1.87921,        -1.92101,    -2.18437,     1.11789
       377,    Atsuto,                      1.14205,    -0.22442,    -0.74272,     0.82148,    False,           F,       -0.74832,        -1.00102,     3.17242,     4.57897
       378,       Bob,                      0.48197,    -0.27784,    -0.39878,     0.59835,    False,           F,       -1.56060,        -0.03248,    -0.87791,    -0.38097
       379,    Atsuto,                     -0.94048,    -0.21276,    -0.68766,     0.76458,    False,           F,       -0.39337,         2.41629,    -1.60311,     1.44472
       380,       Bob,                     -1.26631,    -0.12666,    -0.29073,     0.30374,    False,           F,       -1.68793,        -0.06604,    -1.95687,     0.49781
       381,       Bob,                      0.84970,     0.84814,     0.17586,     0.02291,     True,           A,       -0.01927,        -0.97471,    -6.59065,     2.29149
       382,    Atsuto,                     -0.37626,     0.16277,     0.05950,     0.04445,     True,           F,        0.22269,         0.96511,     0.88279,     2.07995
       383,      Jörg,                      2.15640,     0.30981,    -0.62348,     0.66087,    False,           F,        2.43472,         0.42309,    -1.75583,     1.61755
       384,    Atsuto,                     -1.71708,     0.88889,    -0.67190,     0.79697,     True,           A,       -0.01324,         2.75881,     0.65773,     1.13874
       385,       Bob,                      0.44102,     0.12267,    -0.24466,     0.51899,    False,           F,       -0.16065,        -1.50450,    -1.67104,     0.35359
       386,       Bob,                     -0.67981,     0.25900,    -0.31768,     0.37614,    False,           F,       -0.53584,        -1.26490,    -4.45756,     1.36133
       387,       Bob,                      1.11107,     1.05247,    -0.03784,     0.23063,     True,           A,       -1.37096,        -0.83667,    -1.99168,     0.32624
       388,       Bob,                     -5.18564,     0.88564,    -0.68675,     0.64397,     True,           B,        0.75596,        -0.79934,    -3.63320,     2.92558
       389,       Bob,                      1.73876,    -0.52375,    -0.44543,     0.48475,    False,           F,       -1.35644,        -0.99755,     0.29976,     0.88827
       390,    Atsuto,                     -0.11487,     1.60721,    -0.43063,     0.52606,     True,           A,        1.94326,         1.73481,     2.63471,     1.16880
       391,       Bob,                      2.96043,    -0.58823,    -0.36659,     0.34028,    False,           F,       -1.07249,        -2.00944,    -2.84077,     2.13487
       392,       Bob,                     -2.24849,     0.21617,    -0.15975,     0.19095,     True,           F,       -2.18482,        -0.42331,    -2.47490,     0.64480
       393,    Atsuto,                     -1.60218,    -0.10776,    -0.98663,     1.07033,    False,           F,        0.43145,        -0.96349,    -2.77278,     2.38132
       394,       Bob,                     -1.43838,     1.45339,     0.03748,     0.10755,     True,           A,       -1.03556,        -0.47812,    -2.97102,     1.30108
       395,    Atsuto,                     -1.47670,     0.03377,    -0.05329,     0.14531,    False,           F,        2.13489,         3.03597,     1.50562,     0.66278
       396,    Atsuto,                     -1.02532,     0.12291,    -1.18515,     1.26601,    False,           F,        2.17107,        -1.55102,    -0.98489,     0.39455
       397,      Jörg,                      1.27979,     0.38866,    -0.96594,     0.97965,    False,          Fx,        0.52202,        -0.70111,    -0.10872,     1.34608
       398,       Bob,                      0.32545,     0.13153,    -0.59702,     0.54729,    False,           F,        0.37866,        -1.58835,     0.18774,     1.28422
       399,      Jörg,                     -0.49789,     0.06939,    -0.50692,     0.53229,    False,           F,        0.87799,         0.14980,    -0.57811,     1.63122
       400,    Atsuto,                     -3.65494,     0.30756,    -0.63701,     0.76741,    False,          Fx,        1.16543,        -0.66733,     0.51381,     1.00674
       401,       Bob,                      0.49496,     1.17242,    -0.00597,     0.23061,     True,           A,       -1.58514,        -2.09923,    -2.75080,     1.61779
       402,      Jörg,                     -1.23634,    -1.06439,    -0.49618,     0.66710,    False,           F,        0.42226,         1.48834,     0.09177,     4.62050
       403,       Bob,                     -2.12416,     1.76096,    -0.01883,     0.07218,     True,           A,        0.00048,        -1.58711,    -0.35103,     0.74253
       404,    Atsuto,                      0.90347,     0.76677,    -0.52801,     0.56981,     True,           B,       -0.98514,         1.66219,    -0.16705,     0.73816
       405,       Bob,                      2.19209,     0.07498,    -0.50459,     0.62386,        F,    -0.46960,        0.51974,        -0.84861,      0.76509
       406,       Bob,                     -1.09447,     0.56459,     0.07405,     0.08586,     True,           C,       -0.81008,        -0.73932,    -0.53816,     1.01373
       407,       Bob,                      1.01392,    -0.33708,     0.09725,     0.03800,    False,           F,       -1.30028,         0.01097,    -0.25929,     0.69825
       408,       Bob,                     -0.75153,     0.01649,    -0.38914,     0.61488,    False,           F,       -0.76315,        -0.82922,    -0.94270,     1.47857
       409,       Bob,                      0.18974,     1.43564,    -0.13460,     0.35287,     True,           A,       -1.42873,        -1.02913,    -3.37941,     2.57195
